meter_urn,period_type,period_label,row_count,measurement_count,measurement_columns,joined_weather_columns,usable_column_count,usable_columns,start_ts,end_ts,mean_null_ratio_usable,pair_count,top_pair,top_corr,top_abs_corr,error
H1.Z13,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,496,W~W_in,1.0,1.0,
H1.Z13,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,496,W~W_in,1.0,1.0,
H2.Z64,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.004755,465,W~W_in,1.0,1.0,
H2.Z64,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.006314,465,W~W_in,1.0,1.0,
H2.Z64,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008863,465,W~W_in,1.0,1.0,
H2.Z64,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016099,465,W~W_in,1.0,1.0,
H4.Z50,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.036307,465,W~W_in,1.0,1.0,
H4.Z50,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004188,465,W~W_in,1.0,1.0,
H4.Z50,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.085939,465,W~W_in,1.0,1.0,
H4.Z50,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.11825,465,W~W_in,1.0,1.0,
H2.Z68,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.001273,435,W~W_in,1.0,1.0,
H2.Z68,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004328,435,W~W_in,1.0,1.0,
H2.Z68,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.009159,435,W~W_in,1.0,1.0,
H2.Z68,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016636,435,W~W_in,1.0,1.0,
V.Z84,seasonal,Winter,9407,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-12-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.001799,325,W~W_out,-1.0,1.0,
V.Z84,seasonal,Spring,8832,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.007098,325,W~W_out,-1.0,1.0,
V.Z84,seasonal,Summer,10370,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-06-28 22:00:00+00:00,2023-08-31 23:00:00+00:00,0.006576,325,W~W_out,-1.0,1.0,
V.Z84,seasonal,Autumn,10920,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.007678,325,W~W_out,-1.0,1.0,
H1.Z20,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.001203,496,W~W_out,-1.0,1.0,
H1.Z20,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004057,496,W~W_out,-1.0,1.0,
H1.Z20,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,496,W~W_out,-1.0,1.0,
H1.Z20,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,496,W~W_out,-1.0,1.0,
H2.T.Z33,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.038766,496,W~W_in,0.999198,0.999198,
H2.T.Z33,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.007079,496,W~W_in,0.999185,0.999185,
H2.T.Z33,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,496,W~W_in,0.999235,0.999235,
H2.T.Z33,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,496,W~W_in,0.999433,0.999433,
H2.Z35,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.342169,465,W~W_in,1.0,1.0,
H2.Z35,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.31064,465,W~W_in,1.0,1.0,
H2.Z35,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.326295,496,W~W_in,0.999982,0.999982,
H2.Z35,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.426556,496,W~W_in,0.999973,0.999973,
H2.ZE64,seasonal,Winter,2903,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-12-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.008256,465,W~W1,1.0,1.0,
H2.ZE64,seasonal,Spring,3898,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-03-22 14:00:00+00:00,2023-05-31 23:00:00+00:00,5e-05,465,W~W_in,1.0,1.0,
H2.ZE64,seasonal,Summer,4416,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.015998,465,W~W1,1.0,1.0,
H2.ZE64,seasonal,Autumn,4368,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016129,465,W~W2,1.0,1.0,
